# 이미지-단어 매핑 요약
# 형식: 이미지파일명 | 단어 | card_id
# ============================================================

## 1.png (1.txt)
4_30.png     | Succulent            | f7164646...
4_31.png     | Zesty                | c1f279d5...
4_32.png     | Tangy                | bb5f34d5...
4_33.png     | Scrumptious          | e061ea45...
4_34.png     | Delectable           | 45794628...
4_35.png     | Palatable            | 610d9fff...
4_36.png     | Appetizing           | 49a4f011...
4_37.png     | Exquisite            | e757f6bc...
4_38.png     | Bland                | 1d77e2cf...
4_39.png     | Stale                | 03aafbaf...
4_40.png     | Rancid               | 311cb003...
4_41.png     | rancor               | 9b4cd713...
4_42.png     | Insipid              | b6ad3f6c...
4_43.png     | Pungent              | 84d65dcc...
4_44.png     | Acrid                | 5c5c0f2d...
4_45.png     | Bitter               | 845d4331...
4_46.png     | Greasy               | 97808f29...
4_47.png     | Rich                 | 013eb8b7...
4_48.png     | Crispy               | f9805998...
4_49.png     | Chewy                | 74bb12bd...
4_50.png     | Knowledgeable        | b2ac7876...
4_51.png     | Soothing             | 29b7aa26...
4_52.png     | Mellow               | 1f1483ec...
4_53.png     | Resonant             | acb34d17...
4_54.png     | Deafening            | 21c01dad...
4_55.png     | Raucous              | b0f061bc...
4_56.png     | Clamorous            | 1697e969...
4_57.png     | Muffled              | ba2ed596...
4_58.png     | Faint                | 061ef4df...
4_59.png     | Grating              | 66cc9f42...
4_60.png     | Hoarse               | f30bbeb9...
4_61.png     | Cacophonous          | 632f878e...
4_62.png     | Shrill               | c7d3398e...
4_63.png     | Piercing             | 41beeb2a...
4_64.png     | Rasping              | 2df896f0...

## 5.png (5.txt)
5_1.png      | Melodious            | 4db535e0...
5_2.png      | Harmonious           | f159eba3...
5_3.png      | Husky                | 6f42b7b0...
5_4.png      | Monotone             | b4e67c19...
5_5.png      | Audible              | ab975b6f...
5_6.png      | Acoustic             | 7b619102...
5_7.png      | Thundering           | 1e242ca9...
5_8.png      | Silky                | 65e58107...
5_9.png      | Velvety              | c33bb78d...
5_10.png     | Sleek                | 2dfbf5f8...
5_11.png     | Supple               | 2862b179...
5_12.png     | [supple](https://www.google.com/search?q=supple_sca_esv=5ea70eeef6a2a5b7_rlz=1C5CHFA_enKR1185KR1185_sxsrf=AE3TifMncPwbcYuEJE04QBefCVP_avfAWw%3A1765085439607_ei=_xA1aeXjJO6y0-kPoIOu6QU_ved=2ahUKEwjn6qHe36qRAxVv1jQHHSyPOTsQgK4QegQIAxAG_uact=5_oq=Supple+%EC%96%B4%EC%9B%90_gs_lp=Egxnd3Mtd2l6LXNlcnAiDVN1cHBsZSDslrTsm5AyBhAAGAcYHjIGEAAYDRgeMgQQABgeMggQABiABBiiBDIIEAAYgAQYogQyBRAAGO8FSOcJUNMCWKEIcAJ4AJABAJgBggGgAfABqgEDMC4yuAEDyAEA-AEC-AEBmAIEoAKAAsICCBAAGLADGO8FwgILEAAYgAQYsAMYogSYAwCIBgGQBgWSBwMyLjKgB7YHsgcDMC4yuAf4AcIHBTAuMy4xyAcKgAgA_sclient=gws-wiz-serp_mstk=AUtExfCu7yfUGZUVWmeRCrvQ5TxBuPrdlXhwQtWLbzOUgQzhAxmmTEJd_jrJmTBCb_Ucq3_o4oA28lcF_7xzQXQJTlAoc_NjsWjhMDyald09V8VoSqUtJ8SSLwjTaGuR1RIBOekL15Fi7VU1WvxP1APEObqBkaSaDJ2F76U6ngEnQA1sexMh5jHhhY3BVojM5UGqw79vBoJnpwOzlEH8HrwK0QsDAYAfqDicrGAKDC_vSd9YbKkTsWS2uApjx1wW90M8Oj9XpSLGKvL0LPp21YLnmBNH_csui=3)ment | 5f53a896...
5_13.png     | Fluffy               | bdaee441...
5_14.png     | Coarse               | 7069dfd5...
5_15.png     | Rough                | 48875b03...
5_16.png     | Prickly              | 702242ea...
5_17.png     | Bristly              | effaed06...
5_18.png     | Gritty               | c5f2c2f3...
5_19.png     | grit                 | 64c08e79...
5_20.png     | Abrasive             | 255bd083...
5_21.png     | Clammy               | 622bfb0b...
5_22.png     | Viscous              | 4b1a2b69...
5_23.png     | Damp                 | 77644785...
5_24.png     | Slimy                | 2e3d4e03...
5_25.png     | Sticky               | 91215351...
5_26.png     | Tepid                | 3356a1b7...
5_27.png     | Frigid               | bbe62faa...
5_28.png     | Brittle              | 694427be...
5_29.png     | Fragile              | 531ae140...
5_30.png     | Jagged               | 2eb87c77...
5_31.png     | Fragrant             | 0e101dc2...
5_32.png     | Redolent             | 5c86045c...
5_33.png     | Aromatic             | b1fccf05...
5_34.png     | Scented              | ee9fd469...
5_35.png     | Perfumed             | f4ea32d9...
5_36.png     | Floral               | 4913bbca...
5_37.png     | Fresh                | d385ef0a...
5_38.png     | Earthy               | 8aa469f9...
5_39.png     | Musky                | c131c89e...
5_40.png     | Smoky                | 98899bfa...
5_41.png     | Stinking             | 9281d4ee...
5_42.png     | Foul                 | 048fda6f...
5_43.png     | Fetid                | 9fbf32a6...
5_44.png     | Musty                | 4f68fdf8...
5_45.png     | Rancid               | 311cb003...
5_46.png     | Pungent              | 84d65dcc...
5_47.png     | Acrid                | 5c5c0f2d...
5_48.png     | Malodorous           | bf5a10d7...
5_49.png     | Noxious              | 5524545d...
5_50.png     | Overpowering         | d724cb1d...
5_51.png     | Stale                | 03aafbaf...
5_52.png     | Intelligent          | 60ec890a...
5_53.png     | Smart                | f33874e8...
5_54.png     | Deep                 | 13892e3f...
5_55.png     | Bright               | 22f32728...
5_56.png     | Brilliant            | c2e6edfc...
5_57.png     | Genius               | 98d97916...
5_58.png     | Resourceful          | 52579a16...
5_59.png     | Erudite              | f5e8cde7...
5_60.png     | rudimentary          | b22409ee...
5_61.png     | Cerebral             | 6c075a7b...
5_62.png     | Gifted               | b775c8e9...
5_63.png     | Talented             | df66c54f...
5_64.png     | Sharp                | f06c9212...

## 6.png (6.txt)
6_1.png      | Quick-witted         | 99469aa6...
6_2.png      | Brainy               | 308df539...
6_3.png      | Intellectual         | d980a800...
6_4.png      | Academic             | 45c8a895...
6_5.png      | Clever               | 7ff36eab...
6_6.png      | Ingenious            | ffb4c506...
6_7.png      | Capable              | 35f026ae...
6_8.png      | Competent            | 43ba3949...
6_9.png      | Proficient           | 5b368227...
6_10.png     | Skilled              | 2f6e8896...
6_11.png     | Expert               | 68072f97...
6_12.png     | Masterful            | f6811b4d...
6_13.png     | Educated             | c10a6cd8...
6_14.png     | Literate             | 370963e9...
6_15.png     | Well-read            | 353609e4...
6_16.png     | Scholarly            | ca4a352d...
6_17.png     | Bookish              | 5e9b577b...
6_18.png     | Highbrow             | c47f0cfa...
6_19.png     | Sage                 | e225b6b7...
6_20.png     | Sagacious            | b8e5ce46...
6_21.png     | Prudent              | 39f8ac13...
6_22.png     | Discriminating       | 4e86bfb9...
6_23.png     | criticize            | 84794798...
6_24.png     | Discerning           | 5bd21c20...
6_25.png     | Judicious            | c9b40cca...
6_26.png     | Contemplative        | 7cb2b8af...
6_27.png     | Pensive              | 76c40bbf...
6_28.png     | pendium              | 33500cb1...
6_29.png     | Intuitive            | b0ab1631...
6_30.png     | Sensible             | 1b5d8c61...
6_31.png     | Reasonable           | e8c31149...
6_32.png     | Rational             | 3650141b...
6_33.png     | Logical              | a53a36d8...
6_34.png     | Sound                | fb784c1f...
6_35.png     | Insightful           | c20bed36...
6_36.png     | Perceptive           | 39246dff...
6_37.png     | Prescient            | 3146714c...
6_38.png     | Observant            | 960b53ad...
6_39.png     | Profound             | 728d2825...
6_40.png     | Philosophical        | 205c79bc...
6_41.png     | Enlightened          | 633a695b...
6_42.png     | Visionary            | c2114dab...
6_43.png     | Far-sighted          | 6f5dd3be...
6_44.png     | Thoughtful           | 4dd0b7fa...
6_45.png     | Reflective           | e90df609...
6_46.png     | Meditative           | 54a1b64c...
6_47.png     | Introspective        | ec1d8a7e...
6_48.png     | Aware                | 17832526...
6_49.png     | Shrewd               | ad447435...
6_50.png     | Astute               | dac4c663...
6_51.png     | Canny                | ef859532...
6_52.png     | Savvy                | 11247e7a...
6_53.png     | Droll                | c4313180...
6_54.png     | Devious              | 5292124f...
6_55.png     | Scheming             | d33ab3da...
6_56.png     | Sly                  | b1654355...
6_57.png     | Street-smart         | 8494fc7b...
6_58.png     | Sharp                | f06c9212...
6_59.png     | Keen                 | e270280e...
6_60.png     | Witty                | fd8c657a...
6_61.png     | Humorous             | f56e3506...
6_62.png     | Cunning              | a38a6cb7...
6_63.png     | Crafty               | 61d7d33c...
6_64.png     | Potent               | 1dd200a1...

## 7.png (7.txt)
7_1.png      | Wily                 | e9a6ac0f...
7_2.png      | Artful               | 2b4bdd65...
7_3.png      | Manipulative         | 892d82e1...
7_4.png      | Vigilant             | 3b1ace0d...
7_5.png      | vigil                | 3f2eb4be...
7_6.png      | surveil              | 0de39588...
7_7.png      | Pragmatic            | cb46298d...
7_8.png      | Machiavellian        | c0942bfb...
7_9.png      | Practical            | db13dd50...
7_10.png     | Realistic            | 3c7361a0...
7_11.png     | Down-to-earth        | aeed643b...
7_12.png     | Efficient            | 2ad7fe37...
7_13.png     | Quick                | 7570db34...
7_14.png     | Alert                | 4412e778...
7_15.png     | Calculated           | 99a25871...
7_16.png     | Opportunistic        | 53bf3e38...
7_17.png     | Fox-like (Foxy)      | 06d71b40...
7_18.png     | Stupid               | 3afdf279...
7_19.png     | Dumb                 | 2f026ce1...
7_20.png     | Idiotic              | 829a7fb7...
7_21.png     | Moronic              | fdeb7842...
7_22.png     | Imbecilic            | cb87abbf...
7_23.png     | Foolish              | 5974ebc2...
7_24.png     | Silly                | ccccae33...
7_25.png     | Ridiculous           | 2fa5a038...
7_26.png     | Absurd               | 0ddd74af...
7_27.png     | Forceful             | 596724eb...
7_28.png     | Ludicrous            | 071f08c7...
7_29.png     | Preposterous         | 6826f9c0...
7_30.png     | Senseless            | 89cf3ca1...
7_31.png     | Mindless             | 671c8b29...
7_32.png     | Brainless            | 5ae4674a...
7_33.png     | Vacuous              | ac5f7f5b...
7_34.png     | Vapid                | 51239d3f...
7_35.png     | Dense                | 480418b0...
7_36.png     | Thick                | 8a457d87...
7_37.png     | Slow                 | a5519e62...
7_38.png     | Dim                  | 3c40719d...
7_39.png     | Dull                 | 1e6b3080...
7_40.png     | Obtuse               | 61a36fb2...
7_41.png     | Unintelligent        | 6e834c63...
7_42.png     | Simple-minded        | 3639bf41...
7_43.png     | Half-witted          | 2119d5d8...
7_44.png     | Crazy                | c7944e81...
7_45.png     | Insane               | 63054b58...
7_46.png     | Mad                  | f4edd8ef...
7_47.png     | Lunatic              | bacf50d9...
7_48.png     | Deranged             | 7cdfcf1e...
7_49.png     | Ignorant             | 9fb063d3...
7_50.png     | Uneducated           | 2a3ff85c...
7_51.png     | Illiterate           | a22db2a1...
7_52.png     | Uninformed           | 56c1b657...
7_53.png     | Unaware              | 8dddb6ca...
7_54.png     | Oblivious            | 6e62f520...
7_55.png     | Naive                | d5061e38...
7_56.png     | Gullible             | 3a4d98c5...
7_57.png     | Credulous            | 40f72f50...
7_58.png     | Innocent             | bfb49e59...
7_59.png     | Green                | 1ddde93c...
7_60.png     | Inexperienced        | d4070a1f...
7_61.png     | Amateurish           | 0ec5eb3b...
7_62.png     | Clumsy               | fd59b265...
7_63.png     | Inept                | 0eaf9526...
7_64.png     | Incompetent          | 9b8209c7...

## 8.png (8.txt)
8_1.png      | Confused             | 5f27df26...
8_2.png      | Puzzled              | b96bdc71...
8_3.png      | Perplexed            | d876ead8...
8_4.png      | Baffled              | 04a114bc...
8_5.png      | Bewildered           | 843d62aa...
8_6.png      | Disoriented          | cde9afd5...
8_7.png      | Dazed                | 0239f36a...
8_8.png      | Absent-minded        | 628a966b...
8_9.png      | Forgetful            | b8a51c5d...
8_10.png     | Scatterbrained       | 539e2353...
8_11.png     | Irrational           | 58b1d28d...
8_12.png     | Illogical            | d1d8a506...
8_13.png     | Unreasonable         | 0e0ae893...
8_14.png     | Biased               | 4a770e94...
8_15.png     | Dominant             | c6e1cba1...
8_16.png     | Sovereign            | ca76fc75...
8_17.png     | Commanding           | 0534789e...
8_18.png     | Prevailing           | 4e3cdc7e...
8_19.png     | Controlling          | 53bf8d1d...
8_20.png     | Powerful             | eaba191c...
8_21.png     | Mighty               | cdb2d30c...
8_22.png     | Supreme              | b39d9b4d...
8_23.png     | Ruling               | 53c60ad4...
8_24.png     | Governing            | f7e1912f...
8_25.png     | Reigning             | b0b60343...
8_26.png     | Invincible           | 2f575ed4...
8_27.png     | Ascendant            | e940b923...
8_28.png     | Predominant          | 84c937ce...
8_29.png     | Hegemonic            | 1acdb4b9...
8_30.png     | Omnipotent           | e3ad5452...
8_31.png     | Unrivaled            | cef7bbd0...
8_32.png     | Superior             | 3708578c...
8_33.png     | Chief                | e5b89a72...
8_34.png     | Lead                 | c2598613...
8_35.png     | Directing            | e7e9e056...
8_36.png     | Managing             | 575b0f57...
8_37.png     | Supervising          | b372cb0e...
8_38.png     | In charge            | 30b12460...
8_39.png     | Masterful            | f6811b4d...
8_40.png     | Overriding           | 5b7356e7...
8_41.png     | Preeminent           | a6f4af57...
8_42.png     | Assertive            | 81c13518...
8_43.png     | Oppressive           | 063c84e4...
8_44.png     | Tyrannical           | 6f0eb068...
8_45.png     | Dictatorial          | dab40673...
8_46.png     | Autocratic           | f89be803...
8_47.png     | Despotic             | 52051977...
8_48.png     | Totalitarian         | 3c5e35b0...
8_49.png     | Coercive             | cfa9962b...
8_50.png     | Draconian            | 22f42379...
8_51.png     | Repressive           | 48783207...
8_52.png     | Ruthless             | 8bce3d0b...
8_53.png     | Cruel                | 699ecfa7...
8_54.png     | Heavy-handed         | 70f34486...
8_55.png     | Iron-fisted          | b8d254d0...
8_56.png     | Domineering          | c960aeb0...
8_57.png     | Bossy                | 05237915...
8_58.png     | Imperious            | 36a2d3e6...
8_59.png     | Arbitrary            | 0585a30b...
8_60.png     | Unjust               | 1966f8b1...
8_61.png     | Exploitative         | 0d34d002...
8_62.png     | Subjugating          | c1106e43...
8_63.png     | Crushing             | 7698b9fd...
8_64.png     | Intimidating         | 6863e2b6...

## 9.png (9.txt)
9_1.png      | Suffocating          | faa1280e...
9_2.png      | Restrictive          | 97f87495...
9_3.png      | Threatening          | 8cd96a5b...
9_4.png      | Menacing             | 4ffad3e7...
9_5.png      | Bullying             | 4bd12cf7...
9_6.png      | Overbearing          | 3a3d9346...
9_7.png      | Violent              | 06b47746...
9_8.png      | Harsh                | ebfb628e...
9_9.png      | Subservient          | 62e8216b...
9_10.png     | Submissive           | 9415c2f0...
9_11.png     | Obedient             | 2d1d76b4...
9_12.png     | Compliant            | 361c865e...
9_13.png     | Docile               | e42eab17...
9_14.png     | Acquiescent          | 06f87070...
9_15.png     | Passive              | 5a7ae911...
9_16.png     | Meek                 | 9a4ad2c1...
9_17.png     | Yielding             | f358a3c8...
9_18.png     | Resigned             | 7feff3ce...
9_19.png     | Deferential          | cf89c5d6...
9_20.png     | Inferior             | e69896c6...
9_21.png     | Subordinate          | 6bf9f0a4...
9_22.png     | Dependent            | a5c6997f...
9_23.png     | Servile              | 9af1c906...
9_24.png     | Slavish              | 33bccefd...
9_25.png     | Tame                 | e6b65e39...
9_26.png     | Controlled           | ac710e64...
9_27.png     | Obeisant             | a5c44f38...
9_28.png     | Powerless            | f530a7e8...
9_29.png     | Weak                 | e2594092...
9_30.png     | Vulnerable           | 602ffa8d...
9_31.png     | Defenseless          | 4723303b...
9_32.png     | Subject              | f46d725f...
9_33.png     | Underling            | 12333f67...
9_34.png     | Follower             | acc1797f...
9_35.png     | Pliant               | 76ff0d9c...
9_36.png     | Malleable            | ca56cb67...
9_37.png     | Timid                | ef71e9f1...
9_38.png     | Ungovernable         | 734acea2...
9_39.png     | Influential          | d4017ef0...
9_40.png     | Authoritative        | e5518660...
9_41.png     | Respected            | d37de74a...
9_42.png     | Prestigious          | baf146bf...
9_43.png     | Esteemed             | cbe8abfb...
9_44.png     | Renowned             | 96726822...
9_45.png     | Prominent            | 1ceb9930...
9_46.png     | Legitimate           | 9ea4e635...
9_47.png     | Prevalent            | 229ff9ab...
9_48.png     | Distinguished        | d310727d...
9_49.png     | Eminent              | a5af284c...
9_50.png     | Persuasive           | 51250d87...
9_51.png     | Charismatic          | 6562ad4a...
9_52.png     | Inspiring            | b867aaaf...
9_53.png     | Convincing           | 45e75223...
9_54.png     | Impactful            | c5395fb3...
9_55.png     | Significant          | 139c2c93...
9_56.png     | Pivotal              | 6899edaf...
9_57.png     | Weighty              | cc2d14ac...
9_58.png     | Just                 | 4cbc828b...
9_59.png     | Credible             | 03f44def...
9_60.png     | Official             | dda4ed8c...
9_61.png     | Authorized           | ebc9f5eb...
9_62.png     | Licensed             | 4c06b7fc...
9_63.png     | Empowered            | 1fea6d6d...
9_64.png     | Recognized           | 1060573f...

## 10.png (10.txt)
10_1.png     | Leading              | 6bc1e3a3...
10_2.png     | Viral                | c95982c7...
10_3.png     | Magnetic             | 10985947...
10_4.png     | Compelling           | 13eac54b...
10_5.png     | Effectual            | 2dbe4189...
10_6.png     | Lenient              | ba3f9271...
10_7.png     | Permissive           | ac65b454...
10_8.png     | Egalitarian          | 4e9daf79...
10_9.png     | Tolerant             | c4762135...
10_10.png    | Liberal              | 4895ba9d...
10_11.png    | Compassionate        | 16161302...
10_12.png    | Indulgent            | d1360a11...
10_13.png    | Free                 | f8ebc6a0...
10_14.png    | Independent          | 28181484...
10_15.png    | Autonomous           | 45860f89...
10_16.png    | Sovereign            | ca76fc75...
10_17.png    | Liberated            | 052b9930...
10_18.png    | Unrestricted         | ebd05623...
10_19.png    | Unbound              | c7e7f43f...
10_20.png    | Loose                | 9137a0ea...
10_21.png    | Flexible             | 63cc7e7b...
10_22.png    | Open-minded          | 6a48c93c...
10_23.png    | Democratic           | 70e65990...
10_24.png    | Fair                 | ab0f521f...
10_25.png    | Magnanimous          | 2855d822...
10_26.png    | Forgiving            | 118f0b22...
10_27.png    | Merciful             | 61734e0e...
10_28.png    | Soft                 | c54b0556...
10_29.png    | Gentle               | 4833f7ba...
10_30.png    | Lax                  | 28495d6c...
10_31.png    | Easy-going           | 58a3515f...
10_32.png    | Empowering           | 9f42ddc1...
