image_file,word,card_id,original_image,position,word_file,row,col
1_58.png,Rhythmic,15e034e2-1b45-41f3-9b90-6f7c2f8764e9,1.png,58,1.txt,8,2
1_59.png,Fast-paced,45b82386-ee53-4fb9-88f2-94a4d5c60f4b,1.png,59,1.txt,8,3
1_60.png,Measured,2513567c-3301-4f9a-ad5b-2fb1c311e79a,1.png,60,1.txt,8,4
1_61.png,Assertive,81c13518-ba01-45e3-81fd-b258928e40d3,1.png,61,1.txt,8,5
1_62.png,Polite,eb0a60b0-52b5-4d76-854c-be6641189d5e,1.png,62,1.txt,8,6
1_63.png,Enthusiastic,cd81e24c-69ca-4b45-9be4-98c0ae5098ad,1.png,63,1.txt,8,7
1_64.png,Humble,44763a01-96dc-4fe3-8554-d317213b1754,1.png,64,1.txt,8,8
2_1.png,Aggressive,20d513c9-e1a9-4b9f-8d68-a300c9249128,2.png,1,2.txt,1,1
2_2.png,Tender,2788f9b5-cf41-41a2-8a23-6d884d797f42,2.png,2,2.txt,1,2
2_3.png,Condescending,4a05c177-ae0f-44e0-93d3-a94f77591dd9,2.png,3,2.txt,1,3
2_4.png,Passive,5a7ae911-88d5-4119-8815-018d4484ec88,2.png,4,2.txt,1,4
2_5.png,Patronizing,2ab67fce-2b63-4127-a99b-56f514d70272,2.png,5,2.txt,1,5
2_6.png,Defensive,e6a7ed6a-5e32-43c6-8a76-56adfc7fdbc8,2.png,6,2.txt,1,6
2_7.png,Sarcastic,559b8506-4ea6-4471-8306-7b278a7b915a,2.png,7,2.txt,1,7
2_8.png,Haughty,02f9624e-72b8-4a50-8395-c412e166b86d,2.png,8,2.txt,1,8
2_9.png,Insincere,d5f8afab-c245-45db-b8e6-c9558b4133b7,2.png,9,2.txt,2,1
2_10.png,Apathetic,c3cec62f-f8f5-462f-b890-785aa2135de3,2.png,10,2.txt,2,2
2_11.png,Arrogant,d13f6389-3ab5-4740-9bff-c7a2183b67ae,2.png,11,2.txt,2,3
2_12.png,Rude,d5ccb6d5-1be9-402d-b78b-07666240b865,2.png,12,2.txt,2,4
2_13.png,Flippant,0d7340cd-5608-4c88-be54-dd5c0ad15b29,2.png,13,2.txt,2,5
2_14.png,Offensive,9092caf0-5aac-4ef1-b222-89ba378b0aa2,2.png,14,2.txt,2,6
2_15.png,Cynical,4fb18489-344e-47ef-8417-a8300e8849f0,2.png,15,2.txt,2,7
2_16.png,Ironic,322c84f6-be0f-4ba9-9a69-4ed154e04ee4,2.png,16,2.txt,2,8
2_17.png,Sympathetic,0e7dd8b0-06e8-4014-a540-2c0069951e27,2.png,17,2.txt,3,1
2_18.png,Hypocritical,9cde290a-0950-4402-92c1-9a71f142136c,2.png,18,2.txt,3,2
2_19.png,Empathetic,b3118a72-d84e-46ec-8ee6-79280d1385a4,2.png,19,2.txt,3,3
2_20.png,Hostile,1b39d9e9-b2a3-481d-a7d5-4fd6b67da37c,2.png,20,2.txt,3,4
2_21.png,Friendly,380596aa-30ac-4028-9508-bbc6c5914707,2.png,21,2.txt,3,5
2_22.png,Cold,86553075-80d6-403c-a861-cf701f614925,2.png,22,2.txt,3,6
2_23.png,Distant,8c9d3e29-cee0-47fb-b7c3-28fe35c47fe6,2.png,23,2.txt,3,7
2_24.png,Indifferent,8215771f-5396-46e5-b7d5-565d94e596ab,2.png,24,2.txt,3,8
2_25.png,Sincere,a17c9be1-72bf-42b4-be4e-180954b8f31e,2.png,25,2.txt,4,1
2_26.png,Earnest,835463b8-2fc7-4388-b802-97dc4bc39923,2.png,26,2.txt,4,2
2_27.png,Respectful,e89f8ef2-2586-4b1b-9333-20f42cd8dc21,2.png,27,2.txt,4,3
2_28.png,Concise,6e8c318c-db83-4547-827c-166d7bfeec56,2.png,28,2.txt,4,4
2_29.png,Brief,74b6ee3d-681c-40d8-b583-c0593e6a6c91,2.png,29,2.txt,4,5
2_30.png,Succinct,fe75bdfd-fecf-449c-b744-6a1dc81e2270,2.png,30,2.txt,4,6
2_31.png,Laconic,dbde9c12-db0a-42d4-b303-e164815ef35d,2.png,31,2.txt,4,7
2_32.png,Reticent,be2177c7-235d-45ba-8cb7-8123d5385653,2.png,32,2.txt,4,8
2_33.png,Taciturn,7bb839fb-3dbc-423c-82ad-a64c1ee2ba4c,2.png,33,2.txt,5,1
2_34.png,tacit [tǽsit],5ac7b802-b763-49b5-9281-a3798af2249f,2.png,34,2.txt,5,2
2_35.png,Pithy,a3bf5661-bb9a-4906-af8b-aa7073c7a38f,2.png,35,2.txt,5,3
2_36.png,Wordy,71683d26-2fe6-49ee-b4de-e05cfc0b373f,2.png,36,2.txt,5,4
2_37.png,Terse,5d9848da-9863-49ab-80ae-e4dfc81c5a4e,2.png,37,2.txt,5,5
2_38.png,Loquacious,698df5f7-7713-43c1-bbca-54dda9f715da,2.png,38,2.txt,5,6
2_39.png,Verbose,16d8da2f-9a70-46d9-b8c9-1264d8202207,2.png,39,2.txt,5,7
2_40.png,Long-winded,6c0228cf-44c5-4d75-89e1-91f85dd8faf5,2.png,40,2.txt,5,8
2_41.png,Garrulous,98e88d13-6e94-4e9b-bab7-bea82e182f05,2.png,41,2.txt,6,1
2_42.png,Comprehensive,ff63ff49-c107-440a-9c97-e9aa1dd27957,2.png,42,2.txt,6,2
2_43.png,Chatty,745186b8-070f-45f3-a3ef-f0e45bab2e25,2.png,43,2.txt,6,3
2_44.png,Talkative,a3661352-521d-444b-ab8c-a79b05948a48,2.png,44,2.txt,6,4
2_45.png,Silent,676b4789-559f-4810-856c-496c75cff641,2.png,45,2.txt,6,5
2_46.png,Detailed,f0b56988-d1ef-40e1-9f23-29ed75fe8ad9,2.png,46,2.txt,6,6
2_47.png,Elaborate,32c14984-feaf-4cdf-8fc8-71b220a1e24f,2.png,47,2.txt,6,7
2_48.png,Exhaustive,df30aece-146f-459d-afbf-8eba674589ba,2.png,48,2.txt,6,8
2_49.png,Sketchy,b5f83605-5849-4119-b304-152b4e03cb56,2.png,49,2.txt,7,1
2_50.png,Summarized,d3e25fe5-bbab-47e2-a83a-6785d387b916,2.png,50,2.txt,7,2
2_51.png,Abbreviated,c4b941d0-0605-450b-899f-6503af6bc884,2.png,51,2.txt,7,3
2_52.png,Redundant,df0fed75-b25f-4d01-8cf0-0e5b51c3a83a,2.png,52,2.txt,7,4
2_53.png,Meandering,4a80de19-aace-4383-8d60-769586777d08,2.png,53,2.txt,7,5
2_54.png,Repetitive,5cd10bc9-914c-47e0-bda5-f443b01dda5a,2.png,54,2.txt,7,6
2_55.png,Digressive,9238ae66-adb9-4ff3-ad47-b4a3d781c0a1,2.png,55,2.txt,7,7
2_56.png,To the point,0f3dd96a-716e-420e-8051-1446eea7a165,2.png,56,2.txt,7,8
2_57.png,Curt,351a11c6-1acc-4802-aa54-de8c92ece3ca,2.png,57,2.txt,8,1
2_58.png,Economy of words,617ef1c9-e415-4474-8624-4e795e628f9f,2.png,58,2.txt,8,2
2_59.png,Persuasive,51250d87-2b18-4507-bfa1-17227660c815,2.png,59,2.txt,8,3
2_60.png,Convincing,45e75223-10bd-49d8-b470-2866ec94b000,2.png,60,2.txt,8,4
2_61.png,Compelling,13eac54b-77ed-4df5-97c1-7ccf45ac4e4f,2.png,61,2.txt,8,5
2_62.png,Coercive,cfa9962b-1875-43eb-b867-cb0186a9abe9,2.png,62,2.txt,8,6
2_63.png,coercion,814bf26d-b43c-4e3c-b9a1-e73d6de44b47,2.png,63,2.txt,8,7
2_64.png,arcane,56345925-576c-4e92-b9b7-ed9cb6a3177e,2.png,64,2.txt,8,8
3_1.png,Accusatory,f2a6a14a-316c-4d44-9498-3844823a604b,3.png,1,3.txt,1,1
3_2.png,Flattering,5d66e1e0-2c8d-480e-8de1-2b8603fca888,3.png,2,3.txt,1,2
3_3.png,Defiant,bfebe675-7c1e-49ad-a747-c95cc3f30b65,3.png,3,3.txt,1,3
3_4.png,Contentious,1c5cd5db-f90a-4db5-91a3-b277126060bd,3.png,4,3.txt,1,4
3_5.png,contend,2f82a348-ac03-44d5-a95b-d54170e207e3,3.png,5,3.txt,1,5
3_6.png,Blunt,36869451-54e6-4e4c-93dc-100c9c504559,3.png,6,3.txt,1,6
3_7.png,Conciliatory,9a182e69-5d36-4ebe-b10b-167c6507d684,3.png,7,3.txt,1,7
3_8.png,concil,533f89a5-2d1a-4a19-ae16-3c3deef4f727,3.png,8,3.txt,1,8
3_9.png,council,94c78ea2-48dc-4fc9-b725-03b6f4a0e1f1,3.png,9,3.txt,2,1
3_10.png,Critical,eaec7c4b-9eaa-45a1-8928-45f5068080b7,3.png,10,3.txt,2,2
3_11.png,Sycophantic,d47fe7c6-1fd3-4930-9834-59e4fe2f6840,3.png,11,3.txt,2,3
3_12.png,Complimentary,ff2471c8-ffa3-4c42-b55e-806f3cb2b3b9,3.png,12,3.txt,2,4
3_13.png,complement,60c5b308-c0ca-4ba8-93f5-fb20f6628883,3.png,13,3.txt,2,5
3_14.png,Manipulative,892d82e1-af23-4925-a522-3d2bbe7c302a,3.png,14,3.txt,2,6
3_15.png,Influential,d4017ef0-67a3-483e-bf74-6b70187d1042,3.png,15,3.txt,2,7
3_16.png,Critical,eaec7c4b-9eaa-45a1-8928-45f5068080b7,3.png,16,3.txt,2,8
3_17.png,Judgmental,11f16482-b634-46c5-adce-bb61e723a508,3.png,17,3.txt,3,1
3_18.png,Apologetic,2336f1e0-4c4f-499c-a1c6-171d5bc348e6,3.png,18,3.txt,3,2
3_19.png,Agreeable,1537ad0b-c2eb-4ebd-937e-9227ef519f43,3.png,19,3.txt,3,3
3_20.png,Disagreeable,3f3a59d6-badb-48c7-bec8-613e903f1152,3.png,20,3.txt,3,4
3_21.png,Argumentative,ae95b49f-bcac-4a29-bc96-ea2d1f5b904a,3.png,21,3.txt,3,5
3_22.png,Diplomatic,495cc63e-a78b-4135-b6d3-8f3e99837ab6,3.png,22,3.txt,3,6
3_23.png,Tactful,320dcfae-92fc-4719-9bf7-59bf6fd1a7c2,3.png,23,3.txt,3,7
3_24.png,Harsh,ebfb628e-9ffe-4d64-ab38-3ab4ca18bb53,3.png,24,3.txt,3,8
3_25.png,Gentle,4833f7ba-a98e-4fdb-93f8-c31e0eab066e,3.png,25,3.txt,4,1
3_26.png,Encouraging,184578d1-9649-4ba0-8919-13e98788fdca,3.png,26,3.txt,4,2
3_27.png,Discouraging,5c37c273-cfd4-4a7f-8ed6-d5f274deafa0,3.png,27,3.txt,4,3
3_28.png,Inspiring,b867aaaf-4c2e-40ca-b680-bdeb374c531f,3.png,28,3.txt,4,4
3_29.png,Demotivating,b2723429-725b-4627-addc-d2768447722a,3.png,29,3.txt,4,5
3_30.png,Constructive,2db1ccfc-3bfa-4c2c-8aa1-6ae2b38e3ce5,3.png,30,3.txt,4,6
3_31.png,Destructive,7239ee1d-edd8-42d4-9ac2-bbf8bff08e43,3.png,31,3.txt,4,7
3_32.png,Ornate,d74d3de2-0558-4a51-aa88-6880800f14f5,3.png,32,3.txt,4,8
3_33.png,Dapper,dcddb5fc-7cde-4119-8a04-ce8fd02eac73,3.png,33,3.txt,5,1
3_34.png,Eclectic,40dbb788-2a60-4ea5-99d1-c1c675c7bc6b,3.png,34,3.txt,5,2
3_35.png,Vibrant,4e5fc110-41ad-442b-9e36-93165d67249c,3.png,35,3.txt,5,3
3_36.png,Opaque,31d338d4-e9b0-41fd-a2b8-ce8f99ddcc48,3.png,36,3.txt,5,4
3_37.png,Translucent,05fa5481-0419-43de-87c4-21be65e397cf,3.png,37,3.txt,5,5
3_38.png,Streamlined,217e87e9-da2b-48e1-b478-7b55aa2d5b1c,3.png,38,3.txt,5,6
3_39.png,Bohemian (Boho),ca1c1d9c-7848-4ce1-9311-64ccb2780e9e,3.png,39,3.txt,5,7
3_40.png,Sleek,2dfbf5f8-9432-4741-8e2d-eaac1d6e59e3,3.png,40,3.txt,5,8
3_41.png,Chic,a1b1bb20-f744-4aff-bf57-50e7659cc6a2,3.png,41,3.txt,6,1
3_42.png,Vintage,53f8cc15-78fc-4f6f-adb1-883fba3a5800,3.png,42,3.txt,6,2
3_43.png,Retro,792d9750-500b-4696-9aee-234c8ddacbf8,3.png,43,3.txt,6,3
3_44.png,Curvaceous,64621b0d-06ea-47ae-9fa4-7c6e52ded2ed,3.png,44,3.txt,6,4
3_45.png,Angular,e02302e7-df09-4626-8659-97c086b7f30a,3.png,45,3.txt,6,5
3_46.png,Avant-garde,92dfa1d9-1af4-4595-9328-1c4c65aeef13,3.png,46,3.txt,6,6
3_47.png,Preppy,66c5ca7f-3722-4945-8756-7f81f1aeedff,3.png,47,3.txt,6,7
3_48.png,Minimalist,0868551b-8db2-45df-81ac-d184cfbc7769,3.png,48,3.txt,6,8
3_49.png,Rustic,c122d5c8-edc8-4062-88e5-81dde7d502f0,3.png,49,3.txt,7,1
3_50.png,Futuristic,0849bfc3-df6c-40b0-a21f-47caca9a7bc4,3.png,50,3.txt,7,2
3_51.png,Geometric,d7eb500b-e201-454e-8f9a-ec51928f28ac,3.png,51,3.txt,7,3
3_52.png,Delicate,80758a03-bedc-4038-92fd-0770ceb6bf66,3.png,52,3.txt,7,4
3_53.png,Monochrome,4be6217c-f02c-433a-ac38-2122b29eeb8f,3.png,53,3.txt,7,5
3_54.png,Muted,5079ddfd-67e2-4131-b4be-8969e15c14bd,3.png,54,3.txt,7,6
3_55.png,Glossy,7f616597-8c95-48fa-9f83-25cfd0166682,3.png,55,3.txt,7,7
3_56.png,Matte,72178c98-c998-4b01-85be-baa3e0d9a2ca,3.png,56,3.txt,7,8
3_57.png,Textured,1b172a82-9e21-4a1c-895b-880626382243,3.png,57,3.txt,8,1
3_58.png,Asymmetrical,a7d2e125-c7ce-4997-89ba-fbb05b0a13ca,3.png,58,3.txt,8,2
3_59.png,Bulky,4dc7ca3b-669d-4195-a2bf-6c76fef08977,3.png,59,3.txt,8,3
3_60.png,Compact,855bac37-a1cd-4084-af00-4f724668c57c,3.png,60,3.txt,8,4
3_61.png,Bold,804a1596-4d14-4396-9b5f-cc038094cb11,3.png,61,3.txt,8,5
3_62.png,Exquisite,e757f6bc-6e4b-48e4-b893-62025242e5eb,3.png,62,3.txt,8,6
3_63.png,Opulent,77e8c706-2431-4d43-9665-31979517a9e3,3.png,63,3.txt,8,7
3_64.png,Sophisticated,06b19e35-d12d-4227-8918-b094841b6440,3.png,64,3.txt,8,8
4_1.png,Resplendent,ea115463-8246-40b0-9eb7-9c0d9f059955,4.png,1,4.txt,1,1
4_2.png,Ethereal,e871da84-77c9-4814-b69f-d02a4a6e4785,4.png,2,4.txt,1,2
4_3.png,Classy,284bfd6c-7a7a-4122-88c0-a37a3d9fe48a,4.png,3,4.txt,1,3
4_4.png,Alluring,510294ac-9fc7-4b33-a321-403a2370ed37,4.png,4,4.txt,1,4
4_5.png,Gaudy,add8d957-8054-4836-97f6-76dc456409de,4.png,5,4.txt,1,5
4_6.png,Tacky,087143e2-3fb9-44a0-a186-84b44fba58ef,4.png,6,4.txt,1,6
4_7.png,Kitsch,087e6879-9a79-453f-bf28-b33752fc9612,4.png,7,4.txt,1,7
4_8.png,Garish,9cfbe282-36bf-44cd-978f-81f0d3c3d4fa,4.png,8,4.txt,1,8
4_9.png,Dowdy,94ab2f57-c44b-49b7-b4e9-9021cef99485,4.png,9,4.txt,2,1
4_10.png,Frumpy,b1263c09-7cf0-45f2-adb7-b249b49c2b50,4.png,10,4.txt,2,2
4_11.png,Drab,93b0959b-9e27-405f-9dfb-2daf46f97762,4.png,11,4.txt,2,3
4_12.png,Timeless,b63a0ee8-82eb-46f3-86f6-ff423cae22ec,4.png,12,4.txt,2,4
4_13.png,Graceful,e426b027-f20b-486d-ad79-e9925baa8f0b,4.png,13,4.txt,2,5
4_14.png,Elegant,c19db3d3-7292-4506-a996-0d2c223d1d17,4.png,14,4.txt,2,6
4_15.png,Sublime,c2601b1d-c61f-43bc-a930-197fee6bf38c,4.png,15,4.txt,2,7
4_16.png,Majestic,f59982b2-fe45-489f-86e9-c2ba83eadf10,4.png,16,4.txt,2,8
4_17.png,Ostentatious,854e1048-14ff-4371-a78a-a583a47d3683,4.png,17,4.txt,3,1
4_18.png,Mundane,567cae1a-398d-4b42-a54e-30bd3c0635ff,4.png,18,4.txt,3,2
4_19.png,Tasteful,bab073f6-1173-4e0e-a39a-7ce8eaf9c195,4.png,19,4.txt,3,3
4_20.png,Loud,3b7ad0e2-0a5c-45e4-94ad-5ba30c9be432,4.png,20,4.txt,3,4
4_21.png,Grotesque,46baca49-08ca-41bc-8462-9a91891eeb4b,4.png,21,4.txt,3,5
4_22.png,Hideous,90907eae-a955-40a3-b2f7-61ae0b5185cf,4.png,22,4.txt,3,6
4_23.png,Iconic,d7dcffed-470b-4c25-9565-c547457eb6a9,4.png,23,4.txt,3,7
4_24.png,Stunning,17f5ea08-ac12-4725-8fb1-c93fdee17178,4.png,24,4.txt,3,8
4_25.png,Radiant,500eb93a-0de6-4220-b28c-d95c9415d9b8,4.png,25,4.txt,4,1
4_26.png,Refined,cbec6a8f-d8be-4ef6-b802-7f31787b168b,4.png,26,4.txt,4,2
4_27.png,Charming,951b0243-0500-4a1a-9529-60e72c840828,4.png,27,4.txt,4,3
4_28.png,Delicious,4ca2d456-dcce-43ba-97d4-82eb7abfae2a,4.png,28,4.txt,4,4
4_29.png,Savory,82ecadac-32b0-41de-8a3b-4813d6ca441c,4.png,29,4.txt,4,5
4_30.png,Succulent,f7164646-65aa-47d1-9357-8d1c34aa78d9,4.png,30,4.txt,4,6
4_31.png,Zesty,c1f279d5-7dc7-4cd1-bd8e-e774fb92406a,4.png,31,4.txt,4,7
4_32.png,Tangy,bb5f34d5-3451-4a62-ae9a-f9944dfc091d,4.png,32,4.txt,4,8
4_33.png,Scrumptious,e061ea45-e93d-4b77-ba94-d5384486dff8,4.png,33,4.txt,5,1
4_34.png,Delectable,45794628-11ee-4b1f-b398-87f14996b177,4.png,34,4.txt,5,2
4_35.png,Palatable,610d9fff-3dc8-4cf9-a225-e1e22b2c4067,4.png,35,4.txt,5,3
4_36.png,Appetizing,49a4f011-3f03-42db-8fbf-8c509de355a8,4.png,36,4.txt,5,4
4_37.png,Exquisite,e757f6bc-6e4b-48e4-b893-62025242e5eb,4.png,37,4.txt,5,5
4_38.png,Bland,1d77e2cf-986f-4e57-86f5-3440af27a83c,4.png,38,4.txt,5,6
4_39.png,Stale,03aafbaf-7a4d-418a-a290-c38e8bb8b693,4.png,39,4.txt,5,7
4_40.png,Rancid,311cb003-fb7c-4905-ad8e-b348168044f7,4.png,40,4.txt,5,8
4_41.png,rancor,9b4cd713-6809-4452-bfc2-fc699fbe14bf,4.png,41,4.txt,6,1
4_42.png,Insipid,b6ad3f6c-3011-4fda-91ff-b2865df66b97,4.png,42,4.txt,6,2
4_43.png,Pungent,84d65dcc-6eac-47a5-b5d9-af7cdb521b15,4.png,43,4.txt,6,3
4_44.png,Acrid,5c5c0f2d-ccdb-4664-9c13-768f29da3f01,4.png,44,4.txt,6,4
4_45.png,Bitter,845d4331-e261-48bc-b27d-3ab0a16c70c7,4.png,45,4.txt,6,5
4_46.png,Greasy,97808f29-8f3f-4333-8b4e-d9f1f5a14af6,4.png,46,4.txt,6,6
4_47.png,Rich,013eb8b7-7ecf-4536-98ff-8c90fe63b8e8,4.png,47,4.txt,6,7
4_48.png,Crispy,f9805998-2a3a-426b-9528-b55dc3079b09,4.png,48,4.txt,6,8
4_49.png,Chewy,74bb12bd-5f98-426f-a7da-400247bbeee6,4.png,49,4.txt,7,1
4_50.png,Knowledgeable,b2ac7876-8cdf-4a1a-8ea4-d352a39ccd62,4.png,50,4.txt,7,2
4_51.png,Soothing,29b7aa26-8c8d-4986-90a3-1e952cb8ace8,4.png,51,4.txt,7,3
4_52.png,Mellow,1f1483ec-9bcb-4bc2-a610-14d2cca67d85,4.png,52,4.txt,7,4
4_53.png,Resonant,acb34d17-bf6a-4b54-9bd3-aff07b085800,4.png,53,4.txt,7,5
4_54.png,Deafening,21c01dad-1d40-4403-97f8-222f4a880d08,4.png,54,4.txt,7,6
4_55.png,Raucous,b0f061bc-4f1a-4ee1-854e-6699abac047d,4.png,55,4.txt,7,7
4_56.png,Clamorous,1697e969-120e-47f8-aab8-e298546d2769,4.png,56,4.txt,7,8
4_57.png,Muffled,ba2ed596-4169-47c7-aff2-a6399d922b32,4.png,57,4.txt,8,1
4_58.png,Faint,061ef4df-9d8b-40e5-8029-a9bb70db833d,4.png,58,4.txt,8,2
4_59.png,Grating,66cc9f42-8330-4112-bb22-d7974a0f3874,4.png,59,4.txt,8,3
4_60.png,Hoarse,f30bbeb9-7fca-44cb-8c72-7334525e0027,4.png,60,4.txt,8,4
4_61.png,Cacophonous,632f878e-3c4b-44d3-b352-780a99a61a4d,4.png,61,4.txt,8,5
4_62.png,Shrill,c7d3398e-c4ed-4bf7-b2b8-bd1f99aa0a58,4.png,62,4.txt,8,6
4_63.png,Piercing,41beeb2a-3087-4461-be49-aa46ebb00fb8,4.png,63,4.txt,8,7
4_64.png,Rasping,2df896f0-01cc-4e02-afe0-6a4f623ea308,4.png,64,4.txt,8,8
5_1.png,Melodious,4db535e0-4495-4204-8068-df94f3a161d9,5.png,1,5.txt,1,1
5_2.png,Harmonious,f159eba3-e05c-47a6-8cb5-4fc9aa6c6eec,5.png,2,5.txt,1,2
5_3.png,Husky,6f42b7b0-b8d8-4f81-840f-f5703e4f3f9b,5.png,3,5.txt,1,3
5_4.png,Monotone,b4e67c19-625c-4cc1-bce6-17baca465f2f,5.png,4,5.txt,1,4
5_5.png,Audible,ab975b6f-64ab-4556-8b23-9da2b7910c1e,5.png,5,5.txt,1,5
